NameEng,AddressEng,NameChi,AddressChi
FOOK HING COURT,63 WUN SHA STREET,福興樓,浣紗街63號
DRAGON HEART COURT,11 DRAGON TERRACE,龍心閣,金龍臺11號
MING SAU BUILDING,91A-91H CHUN YEUNG STREET,明秀大廈,春秧街91A-91H號
HARBOUR COURT,17-18 KAI YUEN TERRACE,海港閣,繼園臺17-18號
CIRCLE COURT,3-5 JAVA ROAD,永光閣,渣華道3-5號
KIU FAI MANSION,413-423 KING'S ROAD,僑輝大廈,英皇道413-423號
KING'S COURT,48-52 FORT STREET,景興閣,堡壘街48-52號
VICTORIA MANSION,6-14A GORDON ROAD,利園大廈,歌頓道6-14A號
GOLDEN COURT,22-52 ELECTRIC ROAD,金殿大廈,電氣道22-52號
PROSPERITY BUILDING,23-27 JAVA ROAD,金豐大廈,渣華道23-27號
TSING WAN BUILDING,334-336 KING'S ROAD,青雲大廈,英皇道334-336號
PRINCESS MANSION,165-175 KING'S ROAD,公主大廈,英皇道165-175號
WANG FAI MANSION,2-12 WANG ON ROAD,宏輝大廈,宏安道2-12號
PO FUNG BUILDING,55 FORT STREET,寶豐大廈,堡壘街55號
LIDO APARTMENTS,860-878 KING'S ROAD,麗都大廈,英皇道860-878號
CHUANG'S-ON-THE-PARK,162 TUNG LO WAN ROAD,莊苑,銅鑼灣道162號
KENT MANSION,95-97 TIN HAU TEMPLE ROAD,康德大廈,天后廟道95-97號
KINGSWAY GARDEN,2-8 KIN WAH STREET,建華花園,建華街2-8號
VILLA D' ARTE,55 WUN SHA STREET,雍藝軒,浣紗街55號
WISEMAN BUILDING,11-17 FORT STREET,偉文大廈,堡壘街11-17號
JADE MANSION,28-34 FORT STREET,寶翠洋樓,堡壘街28-34號
CANNON GARDEN,62-68 KING'S ROAD,建康花園,英皇道62-68號
WING PO MANSION,33 FORT STREET,永寶大廈,堡壘街33號
PO WING BUILDING,6-16 SHELL STREET,寶榮大樓,蜆殼街6-16號
DIVA,133-139 ELECTRIC ROAD,DIVA,電器道133-139號
THE HEMISPHERES,3 GORDON ROAD,維峰,歌頓道3號
TRIUMPH COURT,13-41 ELECTRIC ROAD,凱旋大廈,電氣道13-41號
KWONG CHIU TERRACE,4-6 FORTRESS HILL ROAD,光超台,炮台山道4-6號
NORTH POINT CENTRE,278-288 KING'S ROAD,北角中心大廈,英皇道278-288號
KUT CHEONG MANSION,704 KING'S ROAD,吉祥大廈,英皇道704號
WILSHIRE TOWERS,200 TIN HAU TEMPLE ROAD,慧雅閣,天后廟道200號
ELEGANCE HOUSE,630 KING'S ROAD,怡景大廈,英皇道630號
UNIVERSAL TOWERS,18-26 KIN WAH STREET,宇宙閣,建華街18-26號
BELLE HOUSE,23-35 WHITFIELD ROAD,佳景大廈,威非路道23-35號
LA PLACE DE VICTORIA,632 KING'S ROAD,慧雲峰,英皇道632號
SOUTHERN BUILDING,257-273 KING'S ROAD,南方大廈,英皇道257-273號
WAH KIN MANSION,9-11 NORTH VIEW STREET,華健大廈,北景街9-11號
KAR ON HOUSE,12 CHEUNG HONG STREET,嘉安苑,長康街12號
CHATON HOUSE,100-104 TSAT TSZ MUI ROAD,天順樓,七姊妺道100-104號
ELGAR MANSION,41-43 FORT STREET,怡家洋樓,堡壘街41-43號
KAILEY COURT,67-71 KING'S ROAD,啟禮閣,英皇道67-71號
KAR FU BUILDING,196-202 JAVA ROAD,嘉富大廈,渣華道196-202號
FOK YING BUILDING,379-381 KING'S ROAD,福英大廈,英皇道379-381號
CHEONG YUEN BUILDING (APARTMENTS),2-8A TSAT TSZ MUI ROAD,昌苑,七姊妺道2-8A號
WILMONT COURT,25 KIN WAH STREET,威明閣,建華街25號
GRAND SEAVIEW HEIGHTS,1 NGAN MOK STREET,海景軒,銀幕街1號
FU BONG MANSION,106-110 TSAT TSZ MUI ROAD,富邦大廈,七姊妺道106-110號
SUNSHINE MANSION,42-46A FORT STREET,怡新洋樓,堡壘街42-46A號
DELIGHTFUL MANSION,54-60 FORT STREET,怡昇洋樓,堡壘街54-60號
HOI SUN BUILDING,12-18 MERCURY STREET,海新大廈,水星街12-18號
LILY COURT,2-8 LILY STREET,蓮花園,蓮花街2-8號
KORNHILL,31-45 HONG YUE STREET,康怡花園,康愉街31-45號
NAN FUNG SUN CHUEN,15-27 GREIG CRESCENT,南豐新?,基利坊15-27號
SWISS HOUSE,983-987A KING'S ROAD,瑞士樓,英皇道983-987A號
WESTLANDS COURT,5-11 WESTLANDS ROAD,華蘭花園,華蘭路5-11號
KORNHILL GARDEN,1110-1128 KING'S ROAD,康山花園,英皇道1110-1128號
PARKVALE,2-8 GREIG ROAD,柏蕙苑,基利路2-8號
TAK LEE BUILDING,993 KING'S ROAD,得利樓,英皇道993號
TOR PO MANSION,2A FINNIE STREET,多寶樓 (多寶大廈),芬尼街2A號
KORNVILLE,38 YAU MAN STREET,康蕙花園,祐民街38號
KAM HOI MANSION,15-53A PAN HOI STREET,金海大廈,濱海街15-53A號
WAI LEE BUILDING,997 KING'S ROAD,惠利大廈,英皇道997號
40-94 PAN HOI STREET,40-94 PAN HOI STREET,濱海街40-94號,濱海街40-94號
MOUNT PARKER LODGE,10 HONG PAK PATH,康景花園,康柏徑10號
TAI MING HOUSE,9 GREIG ROAD,太明樓,基利路9號
OCEANIC MANSION,1010-1026 KING'S ROAD,海景樓,英皇道1010-1026號
YICK FAT BUILDING,1048-1056 KING'S ROAD,益發大廈,英皇道1048-1056號
CHUNG HING MANSION,1-13A PAN HOI STREET,中興大廈,濱海街1-13A號
TAI SING HOUSE,122 QUARRY BAY STREET,太成樓,?魚涌街122號
24-38 PAN HOI STREET,24-38 PAN HOI STREET,濱海街24-38號,濱海街24-38號
HOI KWONG COURT,13-31 HOI KWONG STREET,海光苑,海光街13-31號
THE ORCHARDS,3 GREIG ROAD,逸樺園,基利路3號
THE FLORIDIAN,18 SAI WAN TERRACE,逸意居,西灣臺18號
KA WING BUILDING,4-6 HOI WAN STREET,嘉榮大廈,海灣街4-6號
MONTANE MANSION,1028 KING'S ROAD,海山樓,英皇道1028號
CASA 880,880-886 KING'S ROAD,CASA 880,英皇道880-886號
FOK CHEONG BUILDING,1032-1044 KING'S ROAD,福昌樓,英皇道1032-1044號
YICK CHEONG BUILDING,1046 KING'S ROAD,益昌大廈,英皇道1046號
WAH SHUN GARDENS,898 KING'S ROAD,華信花園,英皇道898號
TAI KUT HOUSE,7 GREIG ROAD,太吉樓,基利路7號
ROYAL TERRACE,933 KING'S ROAD,御皇臺,英皇道 933號
GRANDVIEW COURT,885-891 KING'S ROAD,富景閣,英皇道885-891號
BO FUNG GARDENS,1090-1094 KING'S ROAD,寶峰園,英皇道1090-1094號
WESTLANDS GARDENS,2-12 WESTLANDS ROAD,惠安苑,華蘭路2-12號
SUNWAY GARDENS,989-991A KING'S ROAD,新威園,英皇道989-991A號
LAI WAH MANSION,867-873 KING'S ROAD,麗華樓,英皇道867-873號
TAI HING HOUSE,124 QUARRY BAY STREET,太興樓,?魚涌街124號
PO LEE BUILDING,995 KING'S ROAD,寶利大廈,英皇道995號
HOI WAN BUILDING,9-29 HOI WAN STREET,海灣大廈,海灣街9-29號
RIVIERA MANSION,2 HOI WAN STREET,濱海大廈,海灣街2號
KING'S HOUSE,969-971 KING'S ROAD,英皇大樓,英皇道969-971號
TAI CHOW HOUSE,121 QUARRY BAY STREET,太就樓,?魚涌街121號
MOUNT PARKER RESIDENCES,1 SAI WAN TERRACE,MOUNT PARKER RESIDENCES,西灣臺1號
TAK FAT BUILDING,11-17 FINNIE STREET,得發大廈,芬尼街11-17號
HON WAY MANSION,11 HOI KWONG STREET,漢威大廈,海光街11號
KING'S VIEW COURT,901-907 KING'S ROAD,英麗閣,英皇道901-907號
KAM SHAN BUILDING,1001-1021 KING'S ROAD,金山樓,英皇道1001-1021號
TAI LUNG HOUSE,123 QUARRY BAY STREET,太隆樓,?魚涌街123號
OCEANIC BUILDING,22-46 FINNIE STREET,海暉大廈,芬尼街22-46號
DRAGON VIEW HOUSE,6-16 HOI TAI STREET,龍景大廈,海堤街6-16號
TAIKOO SHING,TAIKOO WAN ROAD,太古城,太古灣道
SPLENDID  PLACE,39 TAIKOO SHING ROAD,匯豪峰,太古城道39號
ISLAND RESORT,28 SIU SAI WAN ROAD,藍灣半島,小西灣道28號
GRAND PROMENADE,38 TAI HONG STREET,嘉亨灣,太康街38號
TAI ON BUILDING,57-87 SHAU KEI WAN ROAD,太安樓,筲箕灣道57-87號
LEI KING WAN,TAI HONG STREET,鯉景灣,太康街
YEE TAK BUILDING,121-131 SHAU KEI WAN M ST E.,義德大廈,筲箕灣東大街121-131號
ALDRICH GARDEN,2 OI LAI STREET,愛蝶灣,愛禮街2號
TAI LOK HOUSE,2 TAI CHEONG STREET,大樂樓,太祥街2號
GREENWOOD TERRACE,2-14 TAI MAN STREET,康翠臺,泰民街2-14號
GOLDMINE BUILDING,345 CHAI WAN ROAD,金源洋樓,柴灣道345號
WINNER CENTRE,333 CHAI WAN ROAD,永利中心,柴灣道333號
WALTON ESTATE,341-343 CHAI WAN ROAD,宏德居,柴灣道341-343號
NEW JADE GARDEN,233 CHAI WAN ROAD,新翠花園,柴灣道233號
FULLVIEW GARDEN,18 SIU SAI WAN ROAD,富景花園,小西灣道18號
TUNG LAM COURT,63 YIU HING ROAD,東霖苑,耀興道63號
HARMONY GARDEN,9 SIU SAI WAN ROAD,富欣花園,小西灣道9號
PERFECT MOUNT GARDENS,1 PO MAN STREET,峻峰花園,寶文街1號
SHAUKIWAN CENTRE,407-409 SHAU KEI WAN ROAD,筲箕灣中心,筲箕灣道407-409號
TUNG TAO COURT,33 OI SHUN ROAD,東濤苑,愛信道33號
CHEERFUL GARDEN,23 SIU SAI WAN ROAD,富怡花園,小西灣道23號
SHAN TSUI COURT,200 TAI TAM ROAD,山翠苑,大潭道200號
TUNG YUK COURT,8 OI YIN STREET,東旭苑,愛賢街8號
CASIO MANSION,209-223 SHAU KEI WAN ROAD,嘉兆大廈,筲箕灣道209-223號
FUNG YUEN BUILDING,388-414 SHAU KEI WAN ROAD,逢源大廈,筲箕灣道388-414號
HUNG LEE BUILDING,30-50 NGOI MAN STREET,鴻利大廈,愛民街30-50號
FU KING BUILDING,416-426 SHAU KEI WAN ROAD,富景大廈,筲箕灣道416-426號
SHAU KEI WAN MANSION,1-3 CHURCH LANE,筲箕灣大廈,教堂里1-3號
PO WAH BUILDING,36-44 KAM WA STREET,寶華大廈,金華街36-44號
18 UPPER EAST,18 SHING ON STREET,港島•東18,成安街18號
NEWTON HARBOUR VIEW,2 SHAU KEI WAN MAIN STREET EAST,麗東海景豪園,筲箕灣東大街2號
HONG WAH MANSION,18 NAM HONG STREET,康華大廈,南康街18號
HANG TSUI COURT,63 WING TAI ROAD,杏翠苑,永泰道63號
TSUI WAN ESTATE,3 TSUI WAN STREET,翠灣村,翠灣街3號
GOLDEN MANSION,121-131 SHAU KEI WAN ROAD,金寶大廈,筲箕灣道121-131號
HOI NING BUILDING,1-5 HOI NING STREET,海寧大廈,海寧街1-5號
TAI HONG HOUSE,8 HONG CHEUNG STREET,太康樓,康祥街8號
KING TSUI COURT,8 FUNG HA ROAD,景翠苑,峰霞道8號
MOON WAH BUILDING,9-23 SUI MAN ROAD,滿華樓,萃文道9-23號
MARINA LODGE,368 SHAU KEI WAN ROAD,海灣華庭,筲箕灣道368號
YIP NING BUILDING,92-102 SHAU KEI WAN ROAD,業寧大廈,筲箕灣道92-102號
LES SAISONS,28 TAI ON STREET,逸濤灣,太安街28號
YEE TSUI COURT,1 YEE SHING STREET,怡翠苑,怡盛街1號
LOK HIN TERRACE,350 CHAI WAN ROAD,樂軒臺,柴灣道350號
FUNG WAH ESTATE,4-6 FUNG HA ROAD,峰華?,峰霞道4-6號
KAI TSUI COURT,16 SIU SAI WAN ROAD,佳翠苑,小西灣道16號
TUNG CHUN COURT,33 YIU HING ROAD,東駿苑,耀興道33號
TUNG HEI COURT,38 YIU HING ROAD,東熹苑,耀興道38號
TUNG YAN COURT,68 YIU HING ROAD,東欣苑,耀興道68號
SHAUKEIWAN PLAZA,17 NAM HONG STREET,筲箕灣廣場,南康街17號
SUN SING CENTRE,8 SUN SING STREET,新成中心,新成街8號
YEN LOK BUILDING,4-12 LIN SHING ROAD,仁樂大廈,連城道4-12號
EASTWAY TOWERS,59-99 SHAU KEI WAN M ST E.,東威大廈,筲箕灣東大街59-99號
KOWAY COURT,111 CHAI WAN ROAD,高威閣,柴灣道111號
YAN TSUI COURT,10-12 YAN TSUI STREET,茵翠苑,茵翠街10-12號
WINNER MANSION,23 NAM ON STREET,永華大廈,南安街23號
TAI ON COURT,62-74 SHAU KEI WAN M ST E.,泰安閣,筲箕灣東大街62-74號
LAI WAN BUILDING,33-55 SHAU KEI WAN ROAD,麗灣大廈,筲箕灣道33-55號
TUNG SHING COURT,28 YIU HING ROAD,東盛苑,耀興道28號
KAM WAI BUILDING,12-18 KAM WA STREET,金威樓,金華街12-18號
ELLEN BUILDING,192-198 SHAU KEI WAN ROAD,延齡大廈,筲箕灣道192-198號
FOK SING BUILDING,234-238 SHAU KEI WAN ROAD,福昇大廈,筲箕灣道234-238號
I•UNIQ RESIDENCE,305 SHAU KEI WAN ROAD,譽都,筲箕灣道305號
GRAND GARDEN,8 SAI WAN HO STREET,君悅軒,西灣河街8號
YUET CHUI COURT,9 YAN TSUI STREET,悅翠苑,茵翠街9號
HING CHEONG BUILDING,15-31 SHAU KEI WAN ROAD,興祥大廈,筲箕灣道15-31號
KING FAI BUILDING,98-112 SHAU KEI WAN M ST E.,景輝大廈,筲箕灣東大街98-112號
WAH TAI MANSION,220 CHAI WAN ROAD,華泰大廈,柴灣道220號
HIU TSUI COURT,7 HIU TSUI STREET,曉翠苑,曉翠街7號
NEPTUNE TERRACE,11-15 TAI MAN STREET,樂翠臺,泰民街11-15號
WAH YU COURT,8 HONG PING STREET,華裕閣,康平街8號
HUNG YAN BUILDING,38 HOLY CROSS PATH,鴻恩大廈,聖十字徑38號
TAK FOOK BUILDING,28 FACTORY STREET,德福樓,工廠街28號
CHAI WAN CINEMA BUILDING,121 WAN TSUI ROAD,柴灣戲院大廈,環翠道121號
THE OAKRIDGE,88 YIU HING ROAD,星灣峰,耀興道88號
CHEUNG HING BUILDING,110-110A SAI WAN HO STREET,長興大樓,西灣河街110-110A號
BAYVIEW PARK,3 HONG MAN STREET,灣景園,康民街3號
TAI CHEONG HOUSE,2 HONG CHEUNG STREET,太祥樓,康祥街2號
DOUVRES BUILDING,61-65 NAM ON STREET,都富大廈,南安街61-65號
WING HING COURT,50-52 HING MAN STREET,永興閣,興民街50-52號
DOLLAR BUILDING,143-145 SHAU KEI WAN ROAD,大來大廈,筲箕灣道143-145號
HIP WO MANSION,46-58 KAM WA STREET,協和大廈,金華街46-58號
FU MING COURT,6 HONG PING STREET,富明閣,康平街6號
FU YAN COURT,23 SAI WAN HO STREET,富欣閣,西灣河街23號
METRO HERMITAGE,38 HOI AN STREET,雁亭,海晏街38號
PO MAN BUILDING,258-272 SHAU KEI WAN ROAD,寶文大廈,筲箕灣道258-272號
HO KING BUILDING,132-136 SHAU KEI WAN M ST E.,好景樓,筲箕灣東大街132-136號
MONG LUNG HOUSE,8-12 MONG LUNG STREET,望隆大廈,望隆街8-12號
FORTUNE MANSION,228 SHAU KEI WAN ROAD,福怡大廈,筲箕灣道228號
WAH SING BUILDING,9-13 HOI AN STREET,華昇大廈,海晏街9-13號
ALDRICH HOUSE,369-373 SHAU KEI WAN ROAD,愛秩序樓,筲箕灣道369-373號
FORTUNE COURT,3 TAI NING STREET,百利居,太寧街3號
HOI ON BUILDING,94-98 SAI WAN HO STREET,海安大廈,西灣河街94-98號
KAM HOI BUILDING,14-20 SAI WAN HO STREET,金海樓,西灣河街14-20號
WAH TONG BUILDING,38-44 SHAU KEI WAN ROAD,華堂大廈,筲箕灣道38-44號
SAIWANHO BUILDING,46-56 SAI WAN HO STREET,西灣河大廈,西灣河街46-56號
FU ON COURT,394 CHAI WAN ROAD,富安閣,柴灣道394號
TUNG FAI BUILDING,159-167 SHAU KEI WAN M ST E.,東輝大廈,筲箕灣東大街159-167號
KAM KEY MANSION,141-151 SHAU KEI WAN M ST E.,金基大廈,筲箕灣東大街141-151號
I•UNIQ GRAND,157 SHAU KEI WAN ROAD,譽•東,筲箕灣道157號
ON LOK BUILDING,13-15 SHAU KEI WAN M ST E.,安樂樓,筲箕灣東大街13-15號
HAND CHEONG COURT,22-28 SAI WAN HO STREET,恆昌閣,西灣河街22-28號
TAI FOO HOUSE,6 HONG CHEUNG STREET,太富樓,康祥街6號
TAI SHUN HOUSE,4 HONG CHEUNG STREET,太順樓,康祥街4號
SUN LEE BUILDING,6-28 NGOI MAN STREET,新利大廈,愛民街6-28號
GOLDEN MANSION,42-52 SHAU KEI WAN M ST E.,金來大廈,筲箕灣東大街42-52號
PARKER33,33 SHING ON STREET,柏匯,成安街33號
TUNG WONG HOUSE,14-22 SHAU KEI WAN M ST E.,東旺樓,筲箕灣東大街14-22號
ARTLAND COURT,392 CHAI WAN ROAD,雅麗閣,柴灣道392號
ARTVIEW COURT,4 HONG PING STREET,雅景閣,康平街4號
WAH PO BUILDING,334-344 SHAU KEI WAN ROAD,華寶大廈,筲箕灣道334-344號
HEUNG YUEN GARDENS,29 CHAI WAN ROAD,香苑大廈,柴灣道29號
HOI CHING MANSION,1-11 HOI CHING STREET,海澄大廈,海澄街1-11號
TUNG HO BUILDING,177-183 SHAU KEI WAN M ST E.,東豪大廈,筲箕灣東大街177-183號
THE EASTBORNE,51 SHAU KEI WAN MAIN STREET EAST,東灣閣,筲箕灣東大街51號
TUNG PO MANSION,4 SHAU KEI WAN M ST E.,東寶大廈,筲箕灣東大街4號
GALAXY PLAZA,2 MONG LUNG STREET,銀河廣場,望隆街2號
SCENIC HORIZON,250 SHAU KEI WAN ROAD,御景軒,筲箕灣道250號
SUN TAK HOUSE,1 WING PING STREET,新德樓,永平街1號
FELICITY GARDEN,111 SHAU KEI WAN ROAD,欣景花園,筲箕灣道111號
BELLEVUE (BELLEVE) COURT,22 SUN SING STREET,碧麗閣,新成街22號
ISLAND RESIDENCE,163 SHAU KEI WAN ROAD,ISLAND RESIDENCE,筲萁灣道163號
LEE GA BUILDING,131 SAI WAN HO STREET,利基大廈,西灣河街131號
TUNG ON BUILDING,428-432E SHAU KEI WAN ROAD,東安大廈,筲箕灣道428-432E號
METRO MANSION,251-261 SHAU KEI WAN ROAD,都城大樓,筲箕灣道251-261號
MAN HONG APARTMENTS,241-249 SHAU KEI WAN ROAD,萬康大廈,筲箕灣道241-249號
HARMONY PLACE,333 SHAU KEI WAN ROAD,樂融軒,筲萁灣道333號
KIN YIP COURT,14-32 LIN SHING ROAD,建業大樓,連城道14-32號
LE RIVIERA,23 SHAU KEI WAN MAIN STREET EAST,遠晴,筲箕灣東大街23號
HOI FUNG CENTRE,2-4 PO MAN STREET,海峰中心,寶文街2-4號
FU SHING COURT,396 CHAI WAN ROAD,富城閣,柴灣道396號
TUNG HING BUILDING,28-40 SHAU KEI WAN M ST E.,東興大廈,筲箕灣東大街28-40號
TUNG KEUNG BUILDING,54-60 SHAU KEI WAN M ST E.,東強大廈,筲箕灣東大街54-60號
PO FUK BUILDING,312-322 SHAU KEI WAN ROAD,寶福大廈,筲箕灣道312-322號
HENG FA CHUEN,100 SHING TAI ROAD,杏花?,盛泰道100號
HENG FA VILLA,100 SHING TAI ROAD,杏花園,盛泰道100號
QUEEN'S TERRACE,1 QUEEN STREET,帝后華庭,皇后街1號
MIDLAND CENTRE,328 QUEEN'S ROAD CENTRAL,中源中心,皇后大道中328號
CENTRE STAGE,108 HOLLYWOOD ROAD,聚賢居,荷李活道108號
WINNER BUILDING,10 WING WAH LANE,榮華大廈,榮華里10號
NEW MANSION,2A-8 NEW STREET,新佳大廈,新街2A-8號
KO SHING BUILDING,48-66 KO SHING STREET,高陞大廈,高陞街48-66號
HONGWAY GARDEN,8 NEW MARKET STREET,康威花園,新街市街8號
HOLLYWOOD TERRACE,268 QUEEN'S RD CENTRAL,荷李活華庭,皇后大道中268號
KIU FAT BUILDING,115-119 QUEEN'S ROAD WEST,僑發大廈,皇后大道西115-119號
FOOK SING COURT,378 QUEEN'S ROAD CENTRAL,福陞閣,皇后大道中378號
CENTRE POINT,72 STAUNTON STREET,尚賢居,士丹頓街72號
DAWNING HEIGHT,80 STAUNTON STREET,匡景居,士丹頓街80號
ON WING BUILDING,51-59 BONHAM STRAND,安榮大廈,文咸東街51-59號
MACRO GARDEN (KA LOK GARDEN),128 QUEEN'S ROAD WEST,家樂花園,皇后大道西128號
LAI YAN LAU,42-56 QUEEN'S ROAD WEST,賴恩樓,皇后大道西42-56號
WAH LEE BUILDING,210-218 QUEEN'S ROAD WEST,華利樓,皇后大道西210-218號
PRINCETON TOWER,88 DES VOEUX ROAD WEST,普頓臺,德輔道西88號
ONE PACIFIC HEIGHTS,1 WO FUNG STREET,盈峰一號,和風街1號
WAH KOON BUILDING,181-199 HOLLYWOOD ROAD,華冠大廈,荷李活道181-199號
KELFORD MANSION,160-168 HOLLYWOOD ROAD,啟發大廈,荷李活道160-168號
CAINE TOWER,55 ABERDEEN STREET,景怡居,鴨巴甸街55號
UNIVERSAL BUILDING,5-13 NEW STREET,環球大廈,新街5-13號
CHERRY CREST,3 KUI IN FONG,翠麗軒,居賢坊3號
ARBUTHNOT HOUSE,10-14 ARBUTHNOT ROAD,亞畢諾大廈,亞畢諾道10-14號
SUNRISE HOUSE,21-31 OLD BAILEY STREET,新陞大樓,奧卑利街21-31號
KAM FUNG BUILDING,8 CLEVERLY STREET,金豐大廈,急庇利街8號
KA FUNG BUILDING,23-25 BONHAM STRAND WEST,嘉豐大廈,文咸西街23-25號
BEL MOUNT GARDEN,15 ARBUTHNOT ROAD,百麗花園,亞畢諾道15號
WINLY BUILDING,1-5 ELGIN STREET,永利大廈,伊利近街1-5號
TALON TOWER,38 CONNAUGHT ROAD WEST,達隆名居,干諮道西38號
HOLLYWOOD BUILDING,186-190 HOLLYWOOD ROAD,荷李活大樓,荷李活道186-190號
LEE WAH MANSION,171-177 HOLLYWOOD ROAD,利華大廈,荷李活道171-177號
MANDARIN BUILDING,35-43 BONHAM STRAND,文華大廈,文咸東街35-43號
LEE FUNG BUILDING,315-319 QUEEN'S ROAD CENTRAL,利豐大廈,皇后大道中315-319號
NEW CENTRAL MANSION,39-49 GAGE STREET,新中環大廈,結志街39-49號
TAI HING BUILDING,22-34 PO HING FONG,太慶大廈,普慶坊22-34號
MAN KING BUILDING,9-11 BONHAM STRAND WEST,文景大廈,文咸西街9-11號
YING PONT BUILDING,69-71A PEEL STREET,英邦大廈,卑利街69-71A號
PO HING MANSION,1-6 WA NING LANE,寶慶大廈,華寧里1-6號
SUN SHING MANSION,27-39 QUEEN'S ROAD WEST,新成大廈,皇后大道西27-39號
RICH VIEW TERRACE,26 SQUARE STREET,豪景臺,四方街26號
LASCAR COURT,3 LOK KU ROAD,麗雅苑,樂古道3號
WILMER BUILDING,19-23 WILMER STREET,威利大廈,威利麻街19-23號
MANHATTAN AVENUE,253-265 QUEEN'S ROAD CENTRAL,MANHATTAN AVENUE,皇后大道中253-265號
VIEW VILLA,38 TAI PING SHAN STREET,順景雅庭,太平山街38號
FELICITY BUILDING,38-44 PEEL STREET,中發大廈,卑利街38-44號
UPTON,180 CONNAUGHT ROAD WEST,維港峰,干諾道西180號
THE BELLEVUE PLACE,8 U LAM TERRACE,御林豪庭,裕林臺8號
ELITE'S PLACE,68-82 KO SHING STREET,俊陞華庭,高陞街68-82號
GRANDVIEW GARDEN,18 BRIDGES STREET,雍翠臺,必列者士街18號
WINNER COURT,9-10 WING WA TERRACE,榮華閣,榮華臺9-10號
EVORA BUILDING,68 LOK KU ROAD,裕利大廈,樂古道68號
SEA VIEW MANSION,82-87 CONNAUGHT ROAD WEST,海景大廈,干諾道西82-87號
PO THAI BUILDING,9 POSSESSION STREET,寶泰大廈,水坑口街9號
KEE ON BUILDING,198-202 HOLLYWOOD ROAD,祺安大廈,荷李活道198-202號
GARLEY BUILDING,45-53A GRAHAM STREET,嘉利大廈,嘉咸街45-53A號
SILVER JUBILEE MANSION,62-72 PO HING FONG,銀禧大廈,普慶坊62-72號
TAI PING MANSION,208-214 HOLLYWOOD ROAD,太平大廈,荷李活道208-214號
CENTRE PLACE,1 HIGH STREET,匯賢居,高街1號
METRO HARBOUR VIEW,8 FUK LEE STREET,港灣豪庭,福利街8號
PARK AVENUE,18 HOI TING ROAD,柏景灣,海庭道18號
ISLAND HARBOURVIEW,11 HOI FAI ROAD,維港灣,海輝道11號
THE LONG BEACH,8 HOI FAI ROAD,浪澄灣,海輝道8號
PARK SUMMIT,88 BEECH STREET,奧柏•御峰,櫸樹街88號
HARBOUR GREEN,8 SHAM MONG ROAD,君匯港,深旺道8號
THE HERMITAGE,1 HO WANG ROAD,帝峰•皇殿,海泓道1號
HAMPTON PLACE,11 HOI FAN ROAD,凱帆軒,海帆道11號
IMPERIAL CULLINAN,10 HOI FAI ROAD,瓏璽,海輝道10號
FLORIENT RISE,38 CHERRY STREET,海桃灣,櫻桃街38號
ONE SILVERSEA,18 HOI FAI ROAD,一號銀海,海輝道18號
SHINING HEIGHTS,83 SYCAMORE STREET,亮賢居,詩歌舞街83號
SORRENTO,1 AUSTIN ROAD WEST,擎天半島,柯士甸道西1號
THE HARBOURSIDE,1 AUSTIN ROAD WEST,君臨天下,柯士甸道西1號
THE WATERFRONT,1 AUSTIN ROAD WEST,漾日居,柯士甸道西1號
THE CULLINAN,1 AUSTIN ROAD WEST,天璽,柯士甸道西1號
THE ARCH,1 AUSTIN ROAD WEST,凱旋門,柯士甸道西1號
THE CORONATION,1 YAU CHEUNG ROAD,御金•國峰,友翔道1號
GRAND AUSTIN,9 AUSTIN ROAD WEST,GRAND AUSTIN,柯士甸道西9號
THE AUSTIN,8 WUI CHEUNG ROAD,THE AUSTIN,匯翔道8號
THE MASTERPIECE,18 HANOI ROAD,名鑄,河內道18號
COSMOPOLITAN ESTATES,48 WONG TAI STREET,大同新?,旺堤街48號
CHARMING GARDEN,16 HOI TING ROAD,富榮花園,海庭道16號
MAN YUEN BUILDING,2-24 MAN YUEN STREET,文苑樓,文苑街2-24號
LIME STARDOM,1 LARCH STREET,形品•星寓,洋松街1號
NO. 8 WATERLOO ROAD,8 WATERLOO ROAD,窩打老道8號,窩打老道8號
CHEONG FAI MANSION,22 TONG MI ROAD,長輝大廈,塘尾道22號
FU TOR LOY SUN CHUEN,40 BEECH STREET,富多來新?,櫸樹街40號
PROSPEROUS GARDEN,3 PUBLIC SQUARE STREET,駿發花園,眾坊街3號
PEONY HOUSE,12 FOO KWAI STREET,富貴大廈,富貴街12號
CHUNG YING BUILDING,163 TAI KOK TSUI ROAD,中英樓,大角咀道163號
PO HING BUILDING,10L-12 BOUNDARY STREET,寶興大樓,界限街10L-12號
JUNE GARDEN,28 TUNG CHAU STREET,頌賢花園,通州街28號
HING WONG MANSION,85 TAI KOK TSUI ROAD,興旺大廈,大角咀道85號
PARADISE SQUARE,3 KWONG WA STREET,百利達廣場,廣華街3號
CHUNG YUEN BUILDING,3 LOK KWAN STREET,中原樓,樂群街3號
WAH TAK BUILDING,1A WATERLOO ROAD,華德大廈,窩打老道1A號
BELL HOUSE (BLOCK A-C),525-543 NATHAN ROAD,寶寧大廈,彌敦道525-543號
CHUNG HING BUILDING,33 CHUNG WUI STREET,中興樓,中匯街33號
MAN SHING BUILDING,472-480 RECLAMATION STREET,萬成大廈,新填地街472-480號
MAN WAI BUILDING,2-24 MAN WAI STREET,文蔚樓,文蔚街2-24號
